Date/Time,Document Title,Document Url,respuesta_Adjudicatario,respuesta_Importe total,respuesta_Tipo de gasto
2014-03-21 10:21,DGC 1184 2011,http://www.documentcloud.org/documents/1092020-dgc-1184-2011.html,,,
2014-03-21 10:21,DGC 916 2011,http://www.documentcloud.org/documents/1091750-dgc-916-2011.html,,,
2014-03-21 10:21,DGC 151 2012,http://www.documentcloud.org/documents/954050-dgc-151-2012.html,,,
2014-03-21 10:22,DGC 1277 2011,http://www.documentcloud.org/documents/1092113-dgc-1277-2011.html,Edesur- Empresa Distribuidora Sur S.A,3383.31,"Pago suministro agua, energía y/o gas"
2014-03-21 10:22,DGC 589 2011,http://www.documentcloud.org/documents/1091422-dgc-589-2011.html,Nueva Chevallier S.A,15825.0,"Pasajes aéreos, terrestres, tasas y otros"
2014-03-21 10:22,DGC 1246 2012,http://www.documentcloud.org/documents/956449-dgc-1246-2012.html,Honorable Senado de la Nación,1439.6,Viáticos para agentes
2014-03-21 10:22,DGC 654 2011,http://www.documentcloud.org/documents/1091487-dgc-654-2011.html,Honorable Senado de la Nación,3961.84,Viáticos y gastos
2014-03-21 10:22,DGC 1270 2010,http://www.documentcloud.org/documents/1090212-dgc-1270-2010.html,,,
2014-03-21 10:23,DGC 1374 2012,http://www.documentcloud.org/documents/956632-dgc-1374-2012.html,,,
2014-03-21 10:23,DGC 1426 2012,http://www.documentcloud.org/documents/956705-dgc-1426-2012.html,Expreso Singer Sociedad Anónima de Transporte ,3594.0,"Pasajes aéreos, terrestres, tasas y otros"
2014-03-21 10:23,DGC 1992 2012,http://www.documentcloud.org/documents/957563-dgc-1992-2012.html,Honorable Senado de la Nación,7403.6,Viáticos y gastos
2014-03-21 10:23,DGC 2392 2011,http://www.documentcloud.org/documents/1093262-dgc-2392-2011.html,,,
2014-03-21 10:23,DGC 1927 2011,http://www.documentcloud.org/documents/1092773-dgc-1927-2011.html,,,
2014-03-21 10:24,DGC 2 2010,http://www.documentcloud.org/documents/1088971-dgc-2-2010.html,Servicio de comedor - Honorable Senado de la Nación ,2868.0,Gastos de protocolo y ceremonial
2014-03-21 10:24,DGC 1754 2011,http://www.documentcloud.org/documents/1092598-dgc-1754-2011.html,Honorable Senado de la Nación,2985.19,Gastos de protocolo y ceremonial
2014-03-21 10:24,DGC 1739 2011,http://www.documentcloud.org/documents/1092583-dgc-1739-2011.html,,,
2014-03-21 10:24,DGC 90 2012,http://www.documentcloud.org/documents/953863-dgc-90-2012.html,,,
2014-03-21 10:24,DGC 1276 2011,http://www.documentcloud.org/documents/1092112-dgc-1276-2011.html,,,
2014-03-21 10:24,DGC 421 2012,http://www.documentcloud.org/documents/954720-dgc-421-2012.html,,,
2014-03-21 10:25,DGC 43 2010,http://www.documentcloud.org/documents/1089012-dgc-43-2010.html,,,
2014-03-21 10:25,DGC 1023 2012,http://www.documentcloud.org/documents/956118-dgc-1023-2012.html,,,
2014-03-21 10:25,DGC 714 2012,http://www.documentcloud.org/documents/955394-dgc-714-2012.html,,,
2014-03-21 10:25,DGC 555 2012,http://www.documentcloud.org/documents/954968-dgc-555-2012.html,ENTE COOPERADOR LEY 23.412 de la Dir. Nac. del Resgistro Oficial,2782.0,Publicidad y propaganda
2014-03-21 10:25,DGC 1412 2011,http://www.documentcloud.org/documents/1092249-dgc-1412-2011.html,,,
2014-03-21 10:25,DGC 1154 2011,http://www.documentcloud.org/documents/1091990-dgc-1154-2011.html,,,
2014-03-21 10:25,DGC 421 2012,http://www.documentcloud.org/documents/954720-dgc-421-2012.html,Honorable Senado de la Nación,5758.4,Viáticos para agentes
2014-03-21 10:26,DGC 1589 2012,http://www.documentcloud.org/documents/956939-dgc-1589-2012.html,Honorable Senado de la Nación,39530.4,Viáticos y gastos
2014-03-21 10:26,DGC 1935 2011,http://www.documentcloud.org/documents/1092781-dgc-1935-2011.html,,,
2014-03-21 10:26,DGC 2318 2011,http://www.documentcloud.org/documents/1093187-dgc-2318-2011.html,Aerolíneas Argentinas S.A.,40041.62,"Pasajes aéreos, terrestres, tasas y otros"
2014-03-21 10:26,DGC 1098 2011,http://www.documentcloud.org/documents/1091934-dgc-1098-2011.html,,,
2014-03-21 10:26,DGC 1152 2012,http://www.documentcloud.org/documents/956319-dgc-1152-2012.html,,,
2014-03-21 10:27,DGC 512 2011,http://www.documentcloud.org/documents/1091345-dgc-512-2011.html,,,
2014-03-21 10:27,DGC 160 2012,http://www.documentcloud.org/documents/954081-dgc-160-2012.html,,,
2014-03-21 10:27,DGC 1773 2012,http://www.documentcloud.org/documents/957203-dgc-1773-2012.html,,,
2014-03-21 10:27,DGC 1255 2011,http://www.documentcloud.org/documents/1092091-dgc-1255-2011.html,,,
2014-03-21 10:27,DGC 550 2012,http://www.documentcloud.org/documents/954953-dgc-550-2012.html,,,
2014-03-21 10:27,DGC 604 2012,http://www.documentcloud.org/documents/955115-dgc-604-2012.html,Honorable Senado de la Nación,5729.04,Viáticos y gastos
2014-03-21 10:27,DGC 429 2012,http://www.documentcloud.org/documents/954743-dgc-429-2012.html,Honorable Senado de la Nación,4318.8,Viáticos para agentes
2014-03-21 10:27,DGC 914 2011,http://www.documentcloud.org/documents/1091748-dgc-914-2011.html,,,
2014-03-21 10:27,DGC 2156 2011,http://www.documentcloud.org/documents/1093023-dgc-2156-2011.html,,,
2014-03-21 10:27,DGC 165 2010,http://www.documentcloud.org/documents/1089132-dgc-165-2010.html,,,
2014-03-21 10:28,DGC 2078 2011,http://www.documentcloud.org/documents/1092944-dgc-2078-2011.html,,,
2014-03-21 10:28,DGC 1018 2011,http://www.documentcloud.org/documents/1091852-dgc-1018-2011.html,,,
2014-03-21 10:28,DGC 1616 2012,http://www.documentcloud.org/documents/956977-dgc-1616-2012.html,Honorable Senado de la Nación,600.0,Gastos de protocolo y ceremonial
2014-03-21 10:28,DGC 627 2012,http://www.documentcloud.org/documents/955181-dgc-627-2012.html,Honorable Senado de la Nación,5758.4,Viáticos y gastos
2014-03-21 10:28,DGC 261 2011,http://www.documentcloud.org/documents/1091093-dgc-261-2011.html,,,
2014-03-21 10:28,DGC 1304 2012,http://www.documentcloud.org/documents/956533-dgc-1304-2012.html,Honorable Senado de la Nación,3267.0,Gastos de protocolo y ceremonial
2014-03-21 10:28,DGC 1496 2011,http://www.documentcloud.org/documents/1092336-dgc-1496-2011.html,,,
2014-03-21 10:28,DGC 1628 2011,http://www.documentcloud.org/documents/1092471-dgc-1628-2011.html,,,
2014-03-21 10:29,DGC 482 2011,http://www.documentcloud.org/documents/1091315-dgc-482-2011.html,,,
2014-03-21 10:29,DGC 1489 2011,http://www.documentcloud.org/documents/1092329-dgc-1489-2011.html,Honorable Senado de la Nación,4152.6,Viáticos para agentes
2014-03-21 10:29,DGC 1971 2011,http://www.documentcloud.org/documents/1092819-dgc-1971-2011.html,,,
2014-03-21 10:29,DGC 339 2012,http://www.documentcloud.org/documents/954556-dgc-339-2012.html,Honorable Senado de la Nación,1439.6,Viáticos y gastos
2014-03-21 10:29,DGC 150 2012,http://www.documentcloud.org/documents/954045-dgc-150-2012.html,Telefónica de Argentina,204.82,Honorario por servicios prestados
2014-03-21 10:29,DGC 923 2012,http://www.documentcloud.org/documents/955955-dgc-923-2012.html,,,
2014-03-21 10:29,DGC 1722 2010,http://www.documentcloud.org/documents/1090662-dgc-1722-2010.html,,,
2014-03-21 10:30,DGC 2536 2011,http://www.documentcloud.org/documents/1093399-dgc-2536-2011.html,,,
2014-03-21 10:30,DGC 1826 2012,http://www.documentcloud.org/documents/957290-dgc-1826-2012.html,,,
2014-03-21 10:30,DGC 1335 2011,http://www.documentcloud.org/documents/1092172-dgc-1335-2011.html,,,
2014-03-21 10:30,DGC 1028 2010,http://www.documentcloud.org/documents/1089969-dgc-1028-2010.html,Imprenta del Congreso de la Nación,1158.0,Servicios de impresión
2014-03-21 10:30,DGC 134 2010,http://www.documentcloud.org/documents/1089102-dgc-134-2010.html,,,
2014-03-21 10:30,DGC 1142 2012,http://www.documentcloud.org/documents/956305-dgc-1142-2012.html,Honorable Senado de la Nación,29044.13,Caja chica
2014-03-21 10:30,DGC 255 2012,http://www.documentcloud.org/documents/954367-dgc-255-2012.html,,,
2014-03-21 10:30,DGC 1001 2011,http://www.documentcloud.org/documents/1091835-dgc-1001-2011.html,,,
2014-03-21 10:30,DGC 2393 2011,http://www.documentcloud.org/documents/1093263-dgc-2393-2011.html,,,
2014-03-21 10:31,DGC 2242 2011,http://www.documentcloud.org/documents/1093111-dgc-2242-2011.html,Andes Líneas Aéreas S.A.,30173.14,"Pasajes aéreos, terrestres, tasas y otros"
2014-03-21 10:31,DGC 2315 2011,http://www.documentcloud.org/documents/1093184-dgc-2315-2011.html,,,
2014-03-21 10:31,DGC 2082 2011,http://www.documentcloud.org/documents/1092948-dgc-2082-2011.html,Honorable Senado de la Nación,5536.8,Viáticos y gastos
2014-03-21 10:31,DGC 51 2011,http://www.documentcloud.org/documents/1090883-dgc-51-2011.html,,,
2014-03-21 10:31,DGC 2197 2011,http://www.documentcloud.org/documents/1093065-dgc-2197-2011.html,,,
2014-03-21 10:32,DGC 951 2012,http://www.documentcloud.org/documents/956004-dgc-951-2012.html,,,
2014-03-21 10:32,DGC 2125 2011,http://www.documentcloud.org/documents/1092991-dgc-2125-2011.html,,,
2014-03-21 10:32,DGC 2176 2012,http://www.documentcloud.org/documents/957830-dgc-2176-2012.html,,,
2014-03-21 10:32,DGC 2075 2011,http://www.documentcloud.org/documents/1092941-dgc-2075-2011.html,,,
2014-03-21 10:32,DGC 1272 2012,http://www.documentcloud.org/documents/956487-dgc-1272-2012.html,,,
2014-03-21 10:33,DGC 1780 2012,http://www.documentcloud.org/documents/957214-dgc-1780-2012.html,,,
2014-03-21 10:33,DGC 528 2012,http://www.documentcloud.org/documents/954908-dgc-528-2012.html,Empresa General Urquiza S.R.L.,41549.0,"Pasajes aéreos, terrestres, tasas y otros"
2014-03-21 10:33,DGC 2246 2012,http://www.documentcloud.org/documents/957931-dgc-2246-2012.html,Honorable Senado de la Nación,3701.8,Viáticos y gastos
2014-03-21 10:33,DGC 157 2012,http://www.documentcloud.org/documents/954071-dgc-157-2012.html,,,
2014-03-21 10:33,DGC 1673 2010,http://www.documentcloud.org/documents/1090614-dgc-1673-2010.html,Imprenta del Congreso de la Nación,763.0,Servicios de impresión
2014-03-21 10:33,DGC 1357 2012,http://www.documentcloud.org/documents/956608-dgc-1357-2012.html,,,
2014-03-21 10:33,DGC 1581 2010,http://www.documentcloud.org/documents/1090522-dgc-1581-2010.html,Autotransportes San Juan Mar del Plata S.A.,5721.0,"Pasajes aéreos, terrestres, tasas y otros"
2014-03-21 10:34,DGC 971 2010,http://www.documentcloud.org/documents/1089908-dgc-971-2010.html,,,
2014-03-21 10:34,DGC 188 2011,http://www.documentcloud.org/documents/1091020-dgc-188-2011.html,,,
2014-03-21 10:34,DGC 1067 2010,http://www.documentcloud.org/documents/1090008-dgc-1067-2010.html,,,
2014-03-21 10:34,DGC 1303 2011,http://www.documentcloud.org/documents/1092139-dgc-1303-2011.html,,,
2014-03-21 10:34,DGC 1357 2012,http://www.documentcloud.org/documents/956608-dgc-1357-2012.html,,,
2014-03-21 10:34,DGC 1747 2011,http://www.documentcloud.org/documents/1092591-dgc-1747-2011.html,,,
2014-03-21 10:34,DGC 90 2011,http://www.documentcloud.org/documents/1090922-dgc-90-2011.html,Nueva Chevallier S.A,34932.0,"Pasajes aéreos, terrestres, tasas y otros"
2014-03-21 10:34,DGC 1779 2012,http://www.documentcloud.org/documents/957212-dgc-1779-2012.html,,,
2014-03-21 10:34,DGC 1336 2012,http://www.documentcloud.org/documents/956580-dgc-1336-2012.html,,,
2014-03-21 10:34,DGC 620 2011,http://www.documentcloud.org/documents/1091453-dgc-620-2011.html,,,
2014-03-21 10:35,DGC 26 2012,http://www.documentcloud.org/documents/953676-dgc-26-2012.html,Empresa Silvia de Spessot Osvaldo Antonio,11288.0,"Pasajes aéreos, terrestres, tasas y otros"
2014-03-21 10:35,DGC 2515 2011,http://www.documentcloud.org/documents/1093386-dgc-2515-2011.html,,,
2014-03-21 10:35,DGC 606 2010,http://www.documentcloud.org/documents/1089570-dgc-606-2010.html,,,
2014-03-21 10:35,DGC 212 2010,http://www.documentcloud.org/documents/1089179-dgc-212-2010.html,,,
2014-03-21 10:35,DGC 1741 2010,http://www.documentcloud.org/documents/1090681-dgc-1741-2010.html,Honorable Senado de la Nación,22858.48,Caja chica
2014-03-21 10:35,DGC 416 2011,http://www.documentcloud.org/documents/1091248-dgc-416-2011.html,,,
2014-03-21 10:36,DGC 1448 2012,http://www.documentcloud.org/documents/956736-dgc-1448-2012.html,Dirección de Automotores - Honorable Senado de la Nación,11105.4,Viáticos para agentes
2014-03-21 10:36,DGC 2206 2011,http://www.documentcloud.org/documents/1093075-dgc-2206-2011.html,,,
2014-03-21 10:36,DGC 1425 2011,http://www.documentcloud.org/documents/1092262-dgc-1425-2011.html,,,
2014-03-21 10:36,DGC 976 2010,http://www.documentcloud.org/documents/1089913-dgc-976-2010.html,Empresa El Cóndor E.T.S.A,1739.0,"Pasajes aéreos, terrestres, tasas y otros"
2014-03-21 10:36,DGC 1171 2011,http://www.documentcloud.org/documents/1092007-dgc-1171-2011.html,,,
2014-03-21 10:36,DGC 1394 2012,http://www.documentcloud.org/documents/956661-dgc-1394-2012.html,Honorable Senado de la Nación,3701.8,Viáticos y gastos
2014-03-21 10:36,DGC 2073 2011,http://www.documentcloud.org/documents/1092939-dgc-2073-2011.html,,,
2014-03-21 10:37,DGC 726 2011,http://www.documentcloud.org/documents/1091560-dgc-726-2011.html,,,
2014-03-21 10:37,DGC 2037 2012,http://www.documentcloud.org/documents/957633-dgc-2037-2012.html,,,
2014-03-21 10:37,DGC 838 2012,http://www.documentcloud.org/documents/955737-dgc-838-2012.html,,,
2014-03-21 10:37,DGC 1821 2012,http://www.documentcloud.org/documents/957283-dgc-1821-2012.html,Agua y saneamientos argentinos S.A.,24250.28,"Pago suministro agua, energía y/o gas"
2014-03-21 10:37,DGC 2179 2011,http://www.documentcloud.org/documents/1093047-dgc-2179-2011.html,,,
2014-03-21 10:37,DGC 1537 2012,http://www.documentcloud.org/documents/956866-dgc-1537-2012.html,,,
2014-03-21 10:37,DGC 125 2012,http://www.documentcloud.org/documents/953963-dgc-125-2012.html,,,
2014-03-21 10:37,DGC 125 2011,http://www.documentcloud.org/documents/1090957-dgc-125-2011.html,,,
2014-03-21 10:37,DGC 1440 2011,http://www.documentcloud.org/documents/1092277-dgc-1440-2011.html,,,
2014-03-21 10:37,DGC 1479 2011,http://www.documentcloud.org/documents/1092319-dgc-1479-2011.html,Honorable Senado de la Nación,5536.8,Viáticos para agentes
2014-03-21 10:37,DGC 25 2010,http://www.documentcloud.org/documents/1088994-dgc-25-2010.html,Honorable Senado de la Nación,2443.0,"Pasajes aéreos, terrestres, tasas y otros"
2014-03-21 10:37,DGC 650 2011,http://www.documentcloud.org/documents/1091483-dgc-650-2011.html,,,
2014-03-21 10:38,DGC 1130 2011,http://www.documentcloud.org/documents/1091966-dgc-1130-2011.html,,,
2014-03-21 10:38,DGC 1506 2012,http://www.documentcloud.org/documents/956820-dgc-1506-2012.html,,,
2014-03-21 10:38,DGC 1140 2010,http://www.documentcloud.org/documents/1090081-dgc-1140-2010.html,,,
2014-03-21 10:38,DGC 891 2010,http://www.documentcloud.org/documents/1089852-dgc-891-2010.html,,,
2014-03-21 10:38,DGC 617 2010,http://www.documentcloud.org/documents/1089581-dgc-617-2010.html,Dr. Edgardo J. Brodersen,4726.0,Honorario por servicios prestados
2014-03-21 10:39,DGC 1494 2011,http://www.documentcloud.org/documents/1092334-dgc-1494-2011.html,Honorable Senado de la Nación,8305.2,Viáticos para agentes
2014-03-21 10:39,DGC 922 2011,http://www.documentcloud.org/documents/1091756-dgc-922-2011.html,,,
2014-03-21 10:39,DGC 1251 2010,http://www.documentcloud.org/documents/1090193-dgc-1251-2010.html,Imprenta del Congreso de la Nación,785.0,Servicios de impresión
2014-03-21 10:39,DGC 1649 2012,http://www.documentcloud.org/documents/957028-dgc-1649-2012.html,,,
2014-03-21 10:39,DGC 1570 2011,http://www.documentcloud.org/documents/1092413-dgc-1570-2011.html,,,
2014-03-21 10:39,DGC 1249 2011,http://www.documentcloud.org/documents/1092085-dgc-1249-2011.html,Honorable Senado de la Nación,467.60,Viáticos para agentes
2014-03-21 10:40,DGC 2043 2012,http://www.documentcloud.org/documents/957643-dgc-2043-2012.html,,,
2014-03-21 10:40,DGC 280 2012,http://www.documentcloud.org/documents/954441-dgc-280-2012.html,,,
2014-03-21 10:40,DGC 1444 2012,http://www.documentcloud.org/documents/956731-dgc-1444-2012.html,Servicio de comedor - Honorable Senado de la Nación ,17238.0,Gastos de protocolo y ceremonial
2014-03-21 10:40,DGC 1487 2012,http://www.documentcloud.org/documents/956793-dgc-1487-2012.html,,,
2014-03-21 10:40,DGC 435 2012,http://www.documentcloud.org/documents/954759-dgc-435-2012.html,Show Service S.A.,39325.0,Contratación de servicios
2014-03-21 10:41,DGC 2555 2011,http://www.documentcloud.org/documents/1093419-dgc-2555-2011.html,Turismo Sendas de Arturo Omar Genty,910.0,"Pasajes aéreos, terrestres, tasas y otros"
2014-03-21 10:41,DGC 2162 2011,http://www.documentcloud.org/documents/1093029-dgc-2162-2011.html,,,
2014-03-21 10:41,DGC 1528 2012,http://www.documentcloud.org/documents/956853-dgc-1528-2012.html,,,
2014-03-21 10:41,DGC 437 2012,http://www.documentcloud.org/documents/954764-dgc-437-2012.html,,,
2014-03-21 10:41,DGC 175 2011,http://www.documentcloud.org/documents/1091007-dgc-175-2011.html,Honorable Senado de la Nación,4015.2,Viáticos para agentes
2014-03-21 10:41,DGC 2039 2011,http://www.documentcloud.org/documents/1092888-dgc-2039-2011.html,,,
2014-03-21 10:41,DGC 581 2012,http://www.documentcloud.org/documents/955046-dgc-581-2012.html,,,
2014-03-21 10:41,DGC 381 2010,http://www.documentcloud.org/documents/1089348-dgc-381-2010.html,Telefonica Moviles SA,39856.08,"Servicio de telefonía, telex y telefax"
2014-03-21 10:42,DGC 48 2010,http://www.documentcloud.org/documents/1089016-dgc-48-2010.html,,,
2014-03-21 10:42,DGC 257 2011,http://www.documentcloud.org/documents/1091089-dgc-257-2011.html,,,
2014-03-21 10:42,DGC 1995 2011,http://www.documentcloud.org/documents/1092845-dgc-1995-2011.html,,,
2014-03-21 10:42,DGC 1597 2011,http://www.documentcloud.org/documents/1092440-dgc-1597-2011.html,,,
2014-03-21 10:43,DGC 2236 2012,http://www.documentcloud.org/documents/957916-dgc-2236-2012.html,,,
2014-03-21 10:43,DGC 1020 2011,http://www.documentcloud.org/documents/1091854-dgc-1020-2011.html,Servicio de comedor - Honorable Senado de la Nación ,9663.0,Gastos de protocolo y ceremonial
2014-03-21 10:43,DGC 904 2011,http://www.documentcloud.org/documents/1091738-dgc-904-2011.html,,,
2014-03-21 10:43,DGC 1147 2010,http://www.documentcloud.org/documents/1090088-dgc-1147-2010.html,,,
2014-03-21 10:43,DGC 1124 2011,http://www.documentcloud.org/documents/1091960-dgc-1124-2011.html,Derudder Hnos. S.R.L.,44686.0,"Pasajes aéreos, terrestres, tasas y otros"
2014-03-21 10:43,DGC 234 2012,http://www.documentcloud.org/documents/954304-dgc-234-2012.html,Honorable Senado de la Nación,2879.2,Viáticos para agentes
2014-03-21 10:43,DGC 892 2011,http://www.documentcloud.org/documents/1091726-dgc-892-2011.html,Transportes Don Otto S.A.,3522.0,"Pasajes aéreos, terrestres, tasas y otros"
2014-03-21 10:44,DGC 1726 2010,http://www.documentcloud.org/documents/1090666-dgc-1726-2010.html,,,
2014-03-21 10:44,DGC 425 2011,http://www.documentcloud.org/documents/1091257-dgc-425-2011.html,Honorable Senado de la Nación,9525.51,Viáticos para agentes
2014-03-21 10:44,DGC 1878 2012,http://www.documentcloud.org/documents/957375-dgc-1878-2012.html,,,
2014-03-21 10:45,DGC 644 2012,http://www.documentcloud.org/documents/955228-dgc-644-2012.html,,,
2014-03-21 10:45,DGC 1001 2011,http://www.documentcloud.org/documents/1091835-dgc-1001-2011.html,,,
2014-03-21 10:45,DGC 1361 2011,http://www.documentcloud.org/documents/1092198-dgc-1361-2011.html,Honorable Senado de la Nación,4152.6,Viáticos y gastos
2014-03-21 10:45,DGC 449 2012,http://www.documentcloud.org/documents/954799-dgc-449-2012.html,Honorable Senado de la Nación,1503.0,Gastos de protocolo y ceremonial
2014-03-21 10:45,DGC 874 2010,http://www.documentcloud.org/documents/1089835-dgc-874-2010.html,Honorable Senado de la Nación,23217.06,Caja chica
2014-03-21 10:45,DGC 1448 2012,http://www.documentcloud.org/documents/956736-dgc-1448-2012.html,,,
2014-03-21 10:45,DGC 2552 2011,http://www.documentcloud.org/documents/1093416-dgc-2552-2011.html,,,
2014-03-21 10:46,DGC 1684 2012,http://www.documentcloud.org/documents/957072-dgc-1684-2012.html,FANTONI CARLOS A Y GOROSITO MARCELO R SOC DE HECHO,9964.0,Prendas de vestir
2014-03-21 10:46,DGC 811 2011,http://www.documentcloud.org/documents/1091645-dgc-811-2011.html,,,
2014-03-21 10:46,DGC 1860 2011,http://www.documentcloud.org/documents/1092706-dgc-1860-2011.html,,,
2014-03-21 10:46,DGC 1567 2011,http://www.documentcloud.org/documents/1092410-dgc-1567-2011.html,Honorable Senado de la Nación,5536.8,Viáticos para agentes
2014-03-21 10:47,DGC 1130 2012,http://www.documentcloud.org/documents/956287-dgc-1130-2012.html,,,
2014-03-21 10:47,DGC 816 2011,http://www.documentcloud.org/documents/1091650-dgc-816-2011.html,Honorable Senado de la Nación,3961.84,Viáticos para agentes
2014-03-21 10:47,DGC 2597 2011,http://www.documentcloud.org/documents/1090824-dgc-2597-2011.html,Honorable Senado de la Nación,5758.4,Viáticos para agentes
2014-03-21 10:47,DGC 1121 2011,http://www.documentcloud.org/documents/1091957-dgc-1121-2011.html,,,
2014-03-21 10:47,DGC 1917 2011,http://www.documentcloud.org/documents/1092763-dgc-1917-2011.html,,,
2014-03-21 10:47,DGC 1028 2012,http://www.documentcloud.org/documents/956126-dgc-1028-2012.html,Honorable Senado de la Nación,25170.74,Caja chica
2014-03-21 10:47,DGC 1039 2012,http://www.documentcloud.org/documents/956142-dgc-1039-2012.html,,,
2014-03-21 10:47,DGC 2428 2011,http://www.documentcloud.org/documents/1093299-dgc-2428-2011.html,,,
2014-03-21 10:48,DGC 774 2011,http://www.documentcloud.org/documents/1091608-dgc-774-2011.html,Honorable Senado de la Nación,2971.38,Viáticos para agentes
2014-03-21 10:48,DGC 1098 2012,http://www.documentcloud.org/documents/956242-dgc-1098-2012.html,,,
2014-03-21 10:48,DGC 980 2010,http://www.documentcloud.org/documents/1089918-dgc-980-2010.html,Servicio de comedor - Honorable Senado de la Nación ,2014.0,Gastos de protocolo y ceremonial
2014-03-21 10:48,DGC 1020 2012,http://www.documentcloud.org/documents/956113-dgc-1020-2012.html,,,
2014-03-21 10:48,DGC 1400 2010,http://www.documentcloud.org/documents/1090342-dgc-1400-2010.html,,,
2014-03-21 10:48,DGC 963 2012,http://www.documentcloud.org/documents/956023-dgc-963-2012.html,,,
2014-03-21 10:49,DGC 1931 2011,http://www.documentcloud.org/documents/1092777-dgc-1931-2011.html,,,
2014-03-21 10:49,DGC 1813 2012,http://www.documentcloud.org/documents/957270-dgc-1813-2012.html,Honorable Senado de la Nación,2948.1,Gastos de protocolo y ceremonial
2014-03-21 10:49,DGC 1600 2011,http://www.documentcloud.org/documents/1092443-dgc-1600-2011.html,,,
2014-03-21 10:49,DGC 2019 2011,http://www.documentcloud.org/documents/1092868-dgc-2019-2011.html,LAN Argentina S.A.,27367.07,"Pasajes aéreos, terrestres, tasas y otros"
2014-03-21 10:49,DGC 1 2011,http://www.documentcloud.org/documents/1090833-dgc-1-2011.html,Metrogas S.A.,2483.16,Servicios de impresión
2014-03-21 10:49,DGC 1340 2011,http://www.documentcloud.org/documents/1092177-dgc-1340-2011.html,Honorable Senado de la Nación,2338.0,Viáticos y gastos
2014-03-21 10:50,DGC 827 2012,http://www.documentcloud.org/documents/955704-dgc-827-2012.html,,,
2014-03-21 10:50,DGC 951 2010,http://www.documentcloud.org/documents/1089888-dgc-951-2010.html,,,
2014-03-21 10:50,DGC 1004 2011,http://www.documentcloud.org/documents/1091838-dgc-1004-2011.html,Honorable Senado de la Nación,2342.2,Viáticos para agentes
2014-03-21 10:50,DGC 2588 2011,http://www.documentcloud.org/documents/1093451-dgc-2588-2011.html,,,
2014-03-21 10:50,DGC 607 2011,http://www.documentcloud.org/documents/1091440-dgc-607-2011.html,,,
2014-03-21 10:50,DGC 1425 2010,http://www.documentcloud.org/documents/1090366-dgc-1425-2010.html,Honorable Senado de la Nación,23489.39,Caja chica
2014-03-21 10:50,DGC 168 2012,http://www.documentcloud.org/documents/954106-dgc-168-2012.html,,,
2014-03-21 10:51,DGC 2341 2011,http://www.documentcloud.org/documents/1093210-dgc-2341-2011.html,Honorable Senado de la Nación,22744.38,Caja chica
2014-03-21 10:51,DGC 1515 2011,http://www.documentcloud.org/documents/1092355-dgc-1515-2011.html,,,
2014-03-21 10:51,DGC 924 2011,http://www.documentcloud.org/documents/1091758-dgc-924-2011.html,Autopistas al Sur - AECSA,316.92,Servicio de transporte y/o traslado
2014-03-21 10:51,DGC 1203 2010,http://www.documentcloud.org/documents/1090145-dgc-1203-2010.html,Imprenta del Congreso de la Nación,989.00,Servicios de impresión
2014-03-21 10:51,DGC 879 2011,http://www.documentcloud.org/documents/1091713-dgc-879-2011.html,Honorable Senado de la Nación,11693.96,Gastos de protocolo y ceremonial
2014-03-21 10:51,DGC 1749 2012,http://www.documentcloud.org/documents/957168-dgc-1749-2012.html,,,
2014-03-21 10:52,DGC 104 2012,http://www.documentcloud.org/documents/953902-dgc-104-2012.html,El Norte Bis S.R.L.,15565.0,"Pasajes aéreos, terrestres, tasas y otros"
2014-03-21 10:52,DGC 217 2011,http://www.documentcloud.org/documents/1091049-dgc-217-2011.html,,,
2014-03-21 10:52,DGC 1004 2011,http://www.documentcloud.org/documents/1091838-dgc-1004-2011.html,,,
2014-03-21 10:52,DGC 1709 2010,http://www.documentcloud.org/documents/1090649-dgc-1709-2010.html,,,
2014-03-21 10:52,DGC 983 2010,http://www.documentcloud.org/documents/1089921-dgc-983-2010.html,Honorable Senado de la Nación,23238.78,Caja chica
2014-03-21 10:52,DGC 10 2010,http://www.documentcloud.org/documents/1088979-dgc-10-2010.html,Honorable Senado de la Nación,1300.0,Gastos de protocolo y ceremonial
2014-03-21 10:53,DGC 865 2012,http://www.documentcloud.org/documents/955815-dgc-865-2012.html,,,
2014-03-21 10:53,DGC 1906 2011,http://www.documentcloud.org/documents/1092752-dgc-1906-2011.html,,,
2014-03-21 10:53,DGC 157 2012,http://www.documentcloud.org/documents/954071-dgc-157-2012.html,,,
2014-03-21 10:53,DGC 2588 2011,http://www.documentcloud.org/documents/1093451-dgc-2588-2011.html,,,
2014-03-21 10:53,DGC 992 2012,http://www.documentcloud.org/documents/956068-dgc-992-2012.html,,,
2014-03-21 10:54,DGC 151 2011,http://www.documentcloud.org/documents/1090983-dgc-151-2011.html,,,
2014-03-21 10:54,DGC 2288 2011,http://www.documentcloud.org/documents/1093157-dgc-2288-2011.html,,,
2014-03-21 10:54,DGC 1465 2012,http://www.documentcloud.org/documents/956761-dgc-1465-2012.html,,,
2014-03-21 10:54,DGC 1444 2010,http://www.documentcloud.org/documents/1090385-dgc-1444-2010.html,Honorable Senado de la Nación,0.0,Viáticos para agentes
2014-03-21 10:54,DGC 1861 2011,http://www.documentcloud.org/documents/1092707-dgc-1861-2011.html,Honorable Senado de la Nación,6921.0,Viáticos y gastos
